S.no1,tweet_id,created_at,screen_name,name,user_description,followers_count,text,location,coordinates,geo,iso_language_code,retweet_count,favorite_count,user_created_at,entities,verified,tweet_source,in_reply_to_status_id_str,in_reply_to_user_id_str
618,1.31157E+18,10/1/2020 7:17,ROBgujarat,ROB Gujarat,"ROB Gujarat is one of the 23 Regional Offices of BOC, M/o Info& Broadcasting, GOI. Branding of the Government as prime facilitator of people’s empowerment.",611,"#IndiaFightsCorona:

📍 Increasing gap between #COVID19 Recovered &amp; Active cases of India (May 04, 2020 to October 1… https://t.co/B3LvoFNJmd","Ahmadabad City, India",,,en,0,1,Sun Feb 25 05:59:09 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}, {'text': 'COVID19', 'indices': [46, 54]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/B3LvoFNJmd', 'expanded_url': 'https://twitter.com/i/web/status/1311565883173601285', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [121, 144]}]}",FALSE,TweetDeck,,
619,1.31157E+18,10/1/2020 7:16,FOBSrinagar,Field Outreach Bureau Srinagar (J&K),"Official Account of Field Outreach Bureau, Min. of Information & Broadcasting, Govt. of India, Srinagar (J&K)
Reaching out to masses at grassroots level.",136,"RT @ROBJammuKashmir: #IndiaFightsCorona: 

Activities permitted from Oct 15 in areas outside Containment Zones:

▶️Swimming pools used for…","Srinagar, Jammu And Kashmir",,,en,2,0,Mon Apr 13 07:10:27 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [21, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ROBJammuKashmir', 'name': 'Regional Outreach Bureau, J&K', 'id': 4832518570, 'id_str': '4832518570', 'indices': [3, 19]}], 'urls': []}",FALSE,Twitter for Android,,
620,1.31157E+18,10/1/2020 7:15,DeepakPatrewal,Priyanshu Deepak Patrewal,⚔️🇮🇳 इंकलाब जिंदाबाद 🇮🇳⚔️,120,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…","Meerut, India",,,en,20,0,Sun Mar 08 08:39:43 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
621,1.31157E+18,10/1/2020 7:15,Sandijourno93,Sandipon Dasgupta,,5,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…",,,,en,43,0,Sun Apr 12 02:08:49 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
622,1.31157E+18,10/1/2020 7:14,KingPraveena,Praveena Cashew King,"godambi,badami,pistha maratagara, jnanabharathi vidyarthi",267,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…",Bengaluru bharathavarsha,,,en,43,0,Fri Jan 31 10:42:05 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
623,1.31156E+18,10/1/2020 7:13,dgpkrish,Krish Kannan🇮🇳,,130,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

📍 Increasing number of #COVID19 testing labs in India 👇

@ICMRDELHI

#StaySafe #IndiaWillWin https…","Chennai, India",,,en,8,0,Thu Aug 23 08:06:27 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [20, 38]}, {'text': 'COVID19', 'indices': [64, 72]}, {'text': 'StaySafe', 'indices': [110, 119]}, {'text': 'IndiaWillWin', 'indices': [120, 133]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}, {'screen_name': 'ICMRDELHI', 'name': 'ICMR', 'id': 2695241174, 'id_str': '2695241174', 'indices': [98, 108]}], 'urls': []}",FALSE,Twitter for Android,,
624,1.31156E+18,10/1/2020 7:13,dgpkrish,Krish Kannan🇮🇳,,130,"RT @MoHFW_INDIA: #IndiaFightsCorona

1,181 deaths  have been registered in the past 24 hours.

82% of these are from 10 States and UTs. htt…","Chennai, India",,,en,13,0,Thu Aug 23 08:06:27 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
625,1.31156E+18,10/1/2020 7:13,dgpkrish,Krish Kannan🇮🇳,,130,"RT @MoHFW_INDIA: #IndiaFightsCorona

A total of  86,821 new confirmed cases have been reported in the last 24 hours.

76% of the new cases…","Chennai, India",,,en,16,0,Thu Aug 23 08:06:27 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
626,1.31156E+18,10/1/2020 7:13,dgpkrish,Krish Kannan🇮🇳,,130,"RT @MoHFW_INDIA: #IndiaFightsCorona

The active cases today are 9,40,705. India reported 9.4 lakh active cases earlier on 11th September, 2…","Chennai, India",,,en,2,0,Thu Aug 23 08:06:27 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
627,1.31156E+18,10/1/2020 7:12,dgpkrish,Krish Kannan🇮🇳,,130,"RT @MoHFW_INDIA: #IndiaFightsCorona

India’s total recoveries stands at 52,73,201 today. 

The rise in total recovered cases has been steep…","Chennai, India",,,en,1,0,Thu Aug 23 08:06:27 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
628,1.31156E+18,10/1/2020 7:12,dgpkrish,Krish Kannan🇮🇳,,130,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…","Chennai, India",,,en,20,0,Thu Aug 23 08:06:27 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
629,1.31156E+18,10/1/2020 7:12,RaysinghMeena,R S Meena,,100,"RT @sasindia: #IndiaFightsCorona
#Odisha Government partnered with @SASIndia &amp; @CSMTechnologies for its COVID19 Dashboard project that util…",,,,en,194,0,Thu Mar 29 12:02:07 +0000 2012,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [14, 32]}, {'text': 'Odisha', 'indices': [33, 40]}], 'symbols': [], 'user_mentions': [{'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [3, 12]}, {'screen_name': 'sasindia', 'name': 'SAS India', 'id': 138323645, 'id_str': '138323645', 'indices': [67, 76]}, {'screen_name': 'CSMTechnologies', 'name': 'CSM Technologies', 'id': 144839765, 'id_str': '144839765', 'indices': [83, 99]}], 'urls': []}",FALSE,Twitter Web App,,
630,1.31156E+18,10/1/2020 7:12,heytal,Hetal Rach,"Trainer, Management Consultant, Techie, Student of Social Media.",1676,"RT @DMHospitalPune: Rehabilitation guidelines for patients recovering from Covid-19 (in marathi)
https://t.co/X2dot685k8

Rehabilitation gu…",Pune,,,en,6,0,Thu Nov 06 11:29:33 +0000 2008,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DMHospitalPune', 'name': 'Deenanath Mangeshkar Hospital And Research Center', 'id': 974910599175049221, 'id_str': '974910599175049221', 'indices': [3, 18]}], 'urls': [{'url': 'https://t.co/X2dot685k8', 'expanded_url': 'https://bit.ly/2EOm9Qp', 'display_url': 'bit.ly/2EOm9Qp', 'indices': [97, 120]}]}",FALSE,Twitter Web App,,
631,1.31156E+18,10/1/2020 7:12,DDIndialive,DD India,"Official account of DD India, English News TV Channel of Doordarshan(Prasar Bharati-India’s Public Broadcaster)Follow us on https://t.co/C55s7Mms3d",32397,"COVID-19 UPDATES:

-Active cases: 9,40,705

-76% of the active cases are in 10 States/UTs

-Total of  86,821 new co… https://t.co/EOYKbVA605","New Delhi, India",,,en,1,1,Fri Apr 08 09:24:41 +0000 2016,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EOYKbVA605', 'expanded_url': 'https://twitter.com/i/web/status/1311564537406001152', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,1.31156E+18,7.18369E+17
632,1.31156E+18,10/1/2020 7:11,AjayKum88792754,Ajay Kumar Jain,,1,"RT @COVIDNewsByMIB: 📢#CoronaVirusUpdates:

📍#COVID19 India Tracker
(As on 1 October, 2020, 08:00 AM)

➡️Confirmed cases: 63,12,584
➡️Recove…",,,,en,47,0,Sun Mar 22 09:04:46 +0000 2020,"{'hashtags': [{'text': 'CoronaVirusUpdates', 'indices': [21, 40]}, {'text': 'COVID19', 'indices': [44, 52]}], 'symbols': [], 'user_mentions': [{'screen_name': 'COVIDNewsByMIB', 'name': '#IndiaFightsCorona', 'id': 1244892413262311425, 'id_str': '1244892413262311425', 'indices': [3, 18]}], 'urls': []}",FALSE,Twitter for Android,,
633,1.31156E+18,10/1/2020 7:11,siddu_blr,Siddalingeswara B R,,257,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…","Bengaluru, India",,,en,43,0,Wed Mar 02 07:39:10 +0000 2011,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter Web App,,
634,1.31156E+18,10/1/2020 7:10,mr_perfect_9848,꧁◤☯ᎷᏒ»αdιтyα࿐꧂,"Born on 18/08/2003. Very much interested in sports,politics,books, and many more. Had many good and bad experiences in life and always a well wisher.",442,"RT @MoHFW_INDIA: #IndiaFightsCorona

A total of  86,821 new confirmed cases have been reported in the last 24 hours.

76% of the new cases…","Vishakhapatnam, India",,,en,16,0,Tue Sep 15 15:08:49 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
635,1.31156E+18,10/1/2020 7:10,DharamS1610,Dharam (बंम कुमार बीजेपी 🇮🇳),"#बीजेपी_स्पोटर्स_जय_जय_श्री_राम


#मोदीजी_का_भगत_हूँ                                      
 


ऐ सच मै घड़ीब हूँ पर दिल से बहुत अमीर हूँ
#टिम_मोदी @premveer16",1924,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…","New Delhi, बिहार हिन्दुस्तान",,,en,20,0,Mon Sep 14 16:38:18 +0000 2020,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
636,1.31156E+18,10/1/2020 7:10,transformIndia,#TransformingIndia,"Stories of Transforming India shared by volunteers, curated by MyGov.",26242,"RT @MoHFW_INDIA: #IndiaFightsCorona

Maintain a good work-life balance. For psychosocial support call NIMHANS (toll free) helpline #080-461…","New Delhi, India",,,en,70,0,Thu Sep 01 19:20:09 +0000 2016,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",TRUE,Twitter Web App,,
637,1.31156E+18,10/1/2020 7:10,AnukulS31938361,Anukul Sharma,,3,RT @rishi_suri: Our neighbor #UstaadShujaatKhan is keeping us in good spirits in the lockdown. He is an absolute legend 🙏🏼 #IndiaFightsCoro…,,,,en,188,0,Wed Dec 20 02:55:46 +0000 2017,"{'hashtags': [{'text': 'UstaadShujaatKhan', 'indices': [29, 47]}], 'symbols': [], 'user_mentions': [{'screen_name': 'rishi_suri', 'name': 'Rishi Suri', 'id': 24665440, 'id_str': '24665440', 'indices': [3, 14]}], 'urls': []}",FALSE,Twitter for Android,,
638,1.31156E+18,10/1/2020 7:09,iJangirkishor,Kishor jangir 🇮🇳,"Social Media, #Nationalist, Big fan of PM Narendramodi Ji,  Traveller, Proud Indian, Dreamer, #NationFirst..!",2954,"#VasudhaivaKutumbakam
Maldives has thanked India for the financial assistance of USD 250 million--""the single large… https://t.co/DiMv2uXDmi",India,,,en,0,0,Tue Sep 05 10:49:38 +0000 2017,"{'hashtags': [{'text': 'VasudhaivaKutumbakam', 'indices': [0, 21]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DiMv2uXDmi', 'expanded_url': 'https://twitter.com/i/web/status/1311563958797529089', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",FALSE,Twitter for Android,,
639,1.31156E+18,10/1/2020 7:09,Challinie,Fallen_Starlet♡...*゜#Follow,ゆるふわゲーマーですHello 🌹 ＃PS4 #PSVR #JurassicWorld #Minecraft #Nintendo #USJ #MHWアイスボーン #Rezinfinite #1FIRST でHappy Life I return thanks to followers always💞,11436,"RT @Sunny66204366: P L A N E T in P E R I L
I Million Victims. 
33 Million Cases. 
Multiplying Everyday. 
A Virus like never before. 
Haunt…",日本 ,,,en,3,0,Wed Feb 25 20:03:54 +0000 2015,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sunny66204366', 'name': 'dinesh menonⓂ', 'id': 1097401996661805058, 'id_str': '1097401996661805058', 'indices': [3, 17]}], 'urls': []}",FALSE,Twitter for iPhone,,
640,1.31156E+18,10/1/2020 7:09,Harsh1986Singh,HARSH SINGH,"Radiologist, Interested in Interventional Radiology, Cardiac Imaging and MSK radiology",608,"RT @MoHFW_INDIA: #IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Active Cas…",India,,,en,20,0,Fri Jan 19 16:23:00 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
641,1.31156E+18,10/1/2020 7:09,MoHFW_INDIA,Ministry of Health,"This is the official twitter account of Ministry of Health & Family Welfare, Government of India",2028603,"#IndiaFightsCorona

1,181 deaths  have been registered in the past 24 hours.

82% of these are from 10 States and U… https://t.co/o0mdXnPYA6",Nirman Bhawan,,,en,13,39,Mon Jun 30 10:21:08 +0000 2014,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/o0mdXnPYA6', 'expanded_url': 'https://twitter.com/i/web/status/1311563817663356930', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,1.31156E+18,2596143056
642,1.31156E+18,10/1/2020 7:09,MoHFW_INDIA,Ministry of Health,"This is the official twitter account of Ministry of Health & Family Welfare, Government of India",2028603,"#IndiaFightsCorona

A total of  86,821 new confirmed cases have been reported in the last 24 hours.

76% of the new… https://t.co/zrVM0p6cmF",Nirman Bhawan,,,en,16,35,Mon Jun 30 10:21:08 +0000 2014,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zrVM0p6cmF', 'expanded_url': 'https://twitter.com/i/web/status/1311563812659589120', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,1.31156E+18,2596143056
643,1.31156E+18,10/1/2020 7:09,MoHFW_INDIA,Ministry of Health,"This is the official twitter account of Ministry of Health & Family Welfare, Government of India",2028603,"#IndiaFightsCorona

The active cases today are 9,40,705. India reported 9.4 lakh active cases earlier on 11th Septe… https://t.co/zNHmKfJdOO",Nirman Bhawan,,,en,2,9,Mon Jun 30 10:21:08 +0000 2014,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zNHmKfJdOO', 'expanded_url': 'https://twitter.com/i/web/status/1311563807857143808', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,1.31156E+18,2596143056
644,1.31156E+18,10/1/2020 7:09,MoHFW_INDIA,Ministry of Health,"This is the official twitter account of Ministry of Health & Family Welfare, Government of India",2028603,"#IndiaFightsCorona

India’s total recoveries stands at 52,73,201 today. 

The rise in total recovered cases has bee… https://t.co/AZHfoS19cs",Nirman Bhawan,,,en,1,6,Mon Jun 30 10:21:08 +0000 2014,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/AZHfoS19cs', 'expanded_url': 'https://twitter.com/i/web/status/1311563802836525056', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,1.31156E+18,2596143056
645,1.31156E+18,10/1/2020 7:09,MoHFW_INDIA,Ministry of Health,"This is the official twitter account of Ministry of Health & Family Welfare, Government of India",2028603,"#IndiaFightsCorona

India sustains trend of consistent low level of Active Cases.

For the 10th successive day, Act… https://t.co/wtIyx2WSa2",Nirman Bhawan,,,en,20,83,Mon Jun 30 10:21:08 +0000 2014,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [0, 18]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wtIyx2WSa2', 'expanded_url': 'https://twitter.com/i/web/status/1311563797753028608', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",TRUE,Twitter Web App,,
646,1.31156E+18,10/1/2020 7:08,Harsh1986Singh,HARSH SINGH,"Radiologist, Interested in Interventional Radiology, Cardiac Imaging and MSK radiology",608,"RT @MoHFW_INDIA: #IndiaFightsCorona

Be safe, wherever you go.  

#BadalkarApnaVyavaharKareinCoronaParVaar #TogetherAgainstCovid19 https://…",India,,,en,43,0,Fri Jan 19 16:23:00 +0000 2018,"{'hashtags': [{'text': 'IndiaFightsCorona', 'indices': [17, 35]}, {'text': 'BadalkarApnaVyavaharKareinCoronaParVaar', 'indices': [66, 106]}, {'text': 'TogetherAgainstCovid19', 'indices': [107, 130]}], 'symbols': [], 'user_mentions': [{'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [3, 15]}], 'urls': []}",FALSE,Twitter for Android,,
